Company,Designation,Locations,Established Year,Employees Count,Link,HR_Name,Experience,Followers,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Cluster,Experience Category
Shield,Database Administrator,Bangalore,2008,50 - 200 employees,https://www.instahyre.com/job-247427-database-administrator-at-shield-bangalore/,Priya Desai,3-7 Years,68000,Database,Administration,MySQL,NoSQL,AWS,Linux,,Class2,Junior Level
TensorGo Technologies,Scrum Master,Hyderabad,2019,10 - 50 employees,https://www.instahyre.com/job-247434-scrum-master-at-tensorgo-technologies-hyderabad/,Kanika Poddar,3-6 Years,3340,Product,Management,,,,,,Class2,Junior Level
Winntus Formwork,Client Relationship Executive,Kolkata,1999,200 - 500 employees,https://www.instahyre.com/job-247423-client-relationship-executive-at-winntus-formwork-kolkata/,Neha Sharma,1-1 Years,2139,Business,Development,Corporate,Sales,Sales,Telecalling,,Class2,Junior Level
Blinkit,BI Engineer,Gurgaon,2013,More than 1000 employees,https://www.instahyre.com/job-247409-bi-engineer-at-blinkit-gurgaon/,Nivedita Semwal,2-4 Years,425487,Data,Warehousing,ETL,,,,,Class1,Junior Level
Concord,Python Lead Engineer,Gurgaon,2019,0 - 10 employees,https://www.instahyre.com/job-247418-python-lead-engineer-at-concord-gurgaon/,Shubham,6-10 Years,1,Python,Django,MySQL,PostgreSQL,ORM,,,Class2,Mid-Level
Concord,Python Lead Engineer,Pune,2019,0 - 10 employees,https://www.instahyre.com/job-247419-python-lead-engineer-at-concord-pune/,Shubham,6-10 Years,1,Python,Django,MySQL,PostgreSQL,ORM,,,Class2,Mid-Level
Delta Air Lines,Lead Developer,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-247415-lead-developer-ui-at-delta-air-lines-bangalore/,Shiva Sharai,7-10 Years,1000000,AWS,JavaScript,Angular,TypeScript,HTML,,,Class1,Senior Level
Eastvantage,.NET Developer,Bangalore,2010,More than 1000 employees,https://www.instahyre.com/job-247412-net-developer-at-eastvantage-bangalore/,Shubham,4-6 Years,14993,Entity,Framework,,,,,,Class1,Mid-Level
GVG Invivo Hospitals,Digital Marketing,Bangalore,2007,200 - 500 employees,https://www.instahyre.com/job-247421-digital-marketing-at-gvg-invivo-hospitals-bangalore/,Sheetal Surana,1-1 Years,244,Content,Marketing,Content,Writing,Wordpress,,,Class2,Junior Level
Live Your Best Life,Backend Architect,Noida,2022,50 - 200 employees,https://www.instahyre.com/job-247420-backend-architect-at-live-your-best-life-noida/,Himanshu Suman,8-12 Years,3934,Java,Spring,Boot,Architecture,Distributed,Systems,,Class2,Senior Level
Sanmina,Business Analyst,Chennai,1980,More than 1000 employees,https://www.instahyre.com/job-247413-business-analyst-at-sanmina-chennai/,Shyam Kumar,3-5 Years,172465,Consumer,Software,Product,Management,,,,Class1,Junior Level
Sundial,Cloud Platform Engineer,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-247410-cloud-platform-engineer-at-sundial-bangalore/,Tejas V,3-8 Years,3545,AWS,Azure,Golang,Python,Google,Cloud,,Class2,Junior Level
WebileApps,Senior Software Engineer,Hyderabad,2011,10 - 50 employees,https://www.instahyre.com/job-247408-senior-software-engineer-at-webileapps-hyderabad/,Dileep Teja,3-6 Years,1765,CSS,HTML,JavaScript,,,,,Class2,Junior Level
Eureka Forbes,Engineering Head,Gurgaon,1982,More than 1000 employees,https://www.instahyre.com/job-247404-engineering-head-at-eureka-forbes-gurgaon/,Arun Sreenivasan,12-17 Years,51000,Java,Engineering,Management,SQL,Spring,,,Class1,Senior Level
Gameskraft,DevOps Engineer 3,Bangalore,2017,200 - 500 employees,https://www.instahyre.com/job-247401-devops-engineer-3-at-gameskraft-bangalore/,Rovena Dsouza,5-7 Years,36000,DevOps,AWS,Deployment,Kubernetes,CI,CD,,Class2,Mid-Level
Renaissance Technologies,Full Time,Bangalore,2000,50 - 200 employees,https://www.instahyre.com/job-247400-full-time-inhouse-trainer-html-javascript-net-at-renaissance-technologies-bangalore/,Arun Babu,2-3 Years,1,C,Java,JavaScript,PHP,Python,,,Class2,Junior Level
Renaissance Technologies,Web Developer,Bangalore,2000,50 - 200 employees,https://www.instahyre.com/job-247405-web-developer-at-renaissance-technologies-bangalore/,Arun Babu,0-1 Years,1,CSS,HTML,JavaScript,Angular,jQuery,,,Class2,Fresher
StepChange,Stepchange Engineer,Bangalore,2022,10 - 50 employees,https://www.instahyre.com/job-247399-stepchange-engineer-at-stepchange-3-bangalore/,Safafirdos Shaikh,1-5 Years,9884,Java,Spring,Microservices,Data,Structures,Algorithms,,Class2,Junior Level
WebileApps,Senior Software Engineer,Hyderabad,2011,10 - 50 employees,https://www.instahyre.com/job-247408-senior-software-engineer-at-webileapps-hyderabad/,Dileep Teja,3-6 Years,1765,CSS,HTML,JavaScript,,,,,Class2,Junior Level
WebileApps,Senior Software Engineer,Hyderabad,2011,10 - 50 employees,https://www.instahyre.com/job-247407-senior-software-engineer-at-webileapps-hyderabad/,Dileep Teja,3-6 Years,1765,,,,,,,,Class2,Junior Level
WebileApps,Software Engineer,Hyderabad,2011,10 - 50 employees,https://www.instahyre.com/job-247406-software-engineer-at-webileapps-hyderabad/,Dileep Teja,1-4 Years,1765,CSS,HTML,JavaScript,,,,,Class2,Junior Level
Yugen.ai,Data Engineer II,Work From Home,2020,10 - 50 employees,https://www.instahyre.com/job-247397-data-engineer-ii-at-yugen-work-from-home/,Soumanta Das,3-6 Years,4255,Data,Analysis,Data,Streaming,Data,Warehousing,ETL,Class2,Junior Level
Airbnb,Product Manager,Work From Home,2008,More than 1000 employees,https://www.instahyre.com/job-247387-product-manager-at-airbnb-work-from-home/,Sayali Sanjeev Prabhudesai,9-13 Years,2355112,Payment,Clearing,Payment,Collection,Payment,Processing,,Class1,Senior Level
Bipolar Factory,PHP Developer,Coimbatore,2020,0 - 10 employees,https://www.instahyre.com/job-247384-php-developer-at-bipolar-factory-coimbatore/,Torsha Dasgupta,1-4 Years,4163,CSS,HTML,JavaScript,jQuery,,,,Class2,Junior Level
Cleartrip,UI Engineer 2,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-247381-ui-engineer-2-at-cleartrip-bangalore/,Ankit Sinha,3-5 Years,201000,JavaScript,Architecture,HTML,SEO,,,,Class4,Junior Level
Edfora,SDE,Delhi,2015,50 - 200 employees,https://www.instahyre.com/job-247390-sde-2-backend-at-edfora-delhi/,Himanshu Suman,2-5 Years,9000,MongoDB,,,,,,,Class2,Junior Level
Entiovi Technologies,iOS Developer,Work From Home,2017,10 - 50 employees,https://www.instahyre.com/job-247393-ios-developer-at-entiovi-technologies-work-from-home/,Fredina Graceline,4-9 Years,3789,iOS,Swift,SwiftUI,,,,,Class2,Mid-Level
Entiovi Technologies,Software Engineer,Work From Home,2017,10 - 50 employees,https://www.instahyre.com/job-247391-software-engineer-at-entiovi-technologies-work-from-home/,Fredina Graceline,4-8 Years,3789,PHP,JavaScript,Laravel,Angular,,,,Class2,Mid-Level
Hy-Vee,Senior Software Engineer,Bangalore,1930,More than 1000 employees,https://www.instahyre.com/job-247392-senior-software-engineer-retail-apps-at-hy-vee-bangalore/,Samiya Shaik,5-8 Years,49223,Java,TypeScript,REST,Assured,,,,Class1,Mid-Level
Perfomatix,Data Engineer,Work From Home,2013,50 - 200 employees,https://www.instahyre.com/job-247394-data-engineer-at-perfomatix-work-from-home/,Radhika Krishnan,3-6 Years,3286,Data,Analysis,Data,Warehousing,ETL,Azure,Data,Class2,Junior Level
Suraasa,Business Development Associate,Gurgaon,2017,50 - 200 employees,https://www.instahyre.com/job-247383-business-development-associate-at-suraasa-gurgaon/,Alifiya Vadwala,2-5 Years,5376,Sales,Business,Development,Marketing,International,Sales,,Class2,Junior Level
Uber,Software Engineer,Bangalore,2009,More than 1000 employees,https://www.instahyre.com/job-247385-software-engineer-ii-fullstack-at-uber-bangalore/,Samuel W,2-6 Years,2601395,C,Golang,Java,JavaScript,Python,Ruby,,Class1,Junior Level
CogniTensor,Tech Lead,Noida,2018,10 - 50 employees,https://www.instahyre.com/job-247379-tech-lead-at-cognitensor-noida/,Sharad Gupta,5-6 Years,23717,JavaScript,,,,,,,Class2,Mid-Level
Cuemath,Site Reliability Engineer,Bangalore,2011,50 - 200 employees,https://www.instahyre.com/job-247370-site-reliability-engineer-at-cuemath-bangalore/,Charul Sharma,3-5 Years,5072,Build,Tools,CI,CD,Linux,Ansible,AWS,Class2,Junior Level
Decimal Technologies,Data Scientist,Work From Home,2009,200 - 500 employees,https://www.instahyre.com/job-247376-data-scientist-at-decimal-technologies-work-from-home/,Sridevi Viswanathan,2-4 Years,8545,Machine,Learning,NLP,Python,,,,Class2,Junior Level
Head Digital Works,Assistant Manager,Hyderabad,2005,200 - 500 employees,https://www.instahyre.com/job-247373-assistant-manager-analytics-at-head-digital-works-hyderabad/,Shashikanth,8-12 Years,61456,Data,Mining,Machine,Learning,Python,SciPy,,Class2,Senior Level
Head Digital Works,Data Scientist,Hyderabad,2005,200 - 500 employees,https://www.instahyre.com/job-247372-data-scientist-at-head-digital-works-hyderabad/,Shashikanth,2-5 Years,61456,Data,Mining,Python,SciPy,,,,Class2,Junior Level
ICICI Home Finance,Sales Manager,Delhi,1999,More than 1000 employees,https://www.instahyre.com/job-247377-sales-manager-at-icici-home-finance-delhi/,Dhruv Panjwani,1-5 Years,75054,Sales,Telecalling,,,,,,Class1,Junior Level
Nvidia,Generative AI Analyst,Work From Home,1993,More than 1000 employees,https://www.instahyre.com/job-247367-generative-ai-analyst-at-nvidia-work-from-home/,Purnima Rathore In,0-3 Years,1355857,Technical,Writing,,,,,,Class1,Fresher
SaaS Labs,Senior Lead SDE,Bangalore,2016,200 - 500 employees,https://www.instahyre.com/job-247378-senior-lead-sde-at-saas-labs-bangalore-noida/,Apoorva Indla,5-9 Years,15566,PHP,,,,,,,Class2,Mid-Level
Tekion,Data Scientist,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-247369-data-scientist-at-tekion-bangalore/,Garima Maheshwari,6-10 Years,80000,Python,Machine,Learning,Big,Data,Statistics,,Class2,Mid-Level
WeRize,Strategic Initiative Manager,Bangalore,2019,50 - 200 employees,https://www.instahyre.com/job-247375-strategic-initiative-manager-at-werize-bangalore/,Geeti,2-4 Years,3609,SQL,Microsoft,Excel,Stakeholder,Management,,,Class2,Junior Level
Angel One,SDET 1 / 2,Bangalore,1987,More than 1000 employees,https://www.instahyre.com/job-247366-sdet-1-2-at-angel-one-bangalore-work-from-home/,Amrita Gupta,2-6 Years,130000,SDET,Java,Python,,,,,Class1,Junior Level
Birlasoft,Java AWS Architect,Pune,1995,More than 1000 employees,https://www.instahyre.com/job-247364-java-aws-architect-at-birlasoft-pune/,Kingsla Angeline,8-13 Years,294336,Java,AWS,CI,CD,DevOps,,,Class1,Senior Level
Cleartrip,Frontend Engineer,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-247352-frontend-engineer-at-cleartrip-bangalore/,Garima Maheshwari,3-5 Years,201000,HTML,CSS,JavaScript,,,,,Class4,Junior Level
Galytix,French Quantitative Analyst,Gurgaon,2015,10 - 50 employees,https://www.instahyre.com/job-247355-french-quantitative-analyst-at-galytix-gurgaon/,Ati Chauhan,1-5 Years,27512,Auditing,Finance,Financial,Analysis,Financial,Reporting,,Class2,Junior Level
Gameskraft,DevOps Engineer,Bangalore,2017,200 - 500 employees,https://www.instahyre.com/job-247357-devops-engineer-at-gameskraft-bangalore/,Rovena Dsouza,3-5 Years,36000,AWS,Kubernetes,Docker,Python,CI,CD,,Class2,Junior Level
Paytm,Growth Analyst,Work From Home,2000,More than 1000 employees,https://www.instahyre.com/job-247365-growth-analyst-junior-manager-fastag-at-paytm-work-from-home/,Garima Joshi,6-11 Years,1228296,GTM,SQL,Data,Modelling,Stakeholder,Management,,Class1,Mid-Level
Tata AIA Life Insurance,Relationship Manager,Delhi,2000,More than 1000 employees,https://www.instahyre.com/job-247361-relationship-manager-at-tata-aia-life-insurance-delhi/,Nagesh Nandala,1-4 Years,144416,Sales,Direct,Sales,Business,Development,,,Class1,Junior Level
Tekion,Senior Data Scientist,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-247363-senior-data-scientist-at-tekion-bangalore/,Khushboo Kothari,6-9 Years,80000,Machine,Learning,Python,Big,Data,Data,Visualization,Class2,Mid-Level
Tutorac,SEO Specilaist,Hyderabad,2021,50 - 200 employees,https://www.instahyre.com/job-247353-seo-specilaist-at-tutorac-hyderabad/,Mirza Akram Baig,2-6 Years,27095,Google,Ads,SEM,SEO,,,,Class2,Junior Level
Ubiquiti,Network Support Engineer,Mumbai,2005,More than 1000 employees,https://www.instahyre.com/job-247362-network-support-engineer-at-ubiquiti-mumbai/,Nagesh Nandala,1-5 Years,6585,Network,Administration,Networking,Routing,CCNA,Wireless,,Class1,Junior Level
Delta,Lead Devloper,Bangalore,2017,0 - 10 employees,https://www.instahyre.com/job-247334-lead-devloper-full-stack-at-delta-bangalore/,Avinash Ks,6-10 Years,1121412,Java,Angular,AWS,,,,,Class2,Mid-Level
Flick2Know,Senior Solution Specialist,Chennai,2010,10 - 50 employees,https://www.instahyre.com/job-247346-senior-solution-specialist-b2b-saas-sales-at-flick2know-chennai-gurgaon-mumbai/,Kavya Seth,3-7 Years,9990,Business,Development,Corporate,Sales,Direct,Sales,Sales,Class2,Junior Level
Lowe's,C / C++ Developer,Bangalore,1921,More than 1000 employees,https://www.instahyre.com/job-247340-c-c-developer-at-lowes-bangalore/,Sravani I,2-5 Years,5437,C,SQL,,,,,,Class1,Junior Level
Paytm,VP of Product Management,Work From Home,2000,More than 1000 employees,https://www.instahyre.com/job-247342-vp-of-product-management-at-paytm-work-from-home/,Suhail,15-18 Years,1228296,UX,Design,Product,Management,Visual,Design,,Class1,Senior Level
PhonePe,Architect,Bangalore,2015,More than 1000 employees,https://www.instahyre.com/job-247345-architect-at-phonepe-bangalore/,Daphne Goveas,8-13 Years,621000,Data,Structures,Algorithms,Product,Management,Java,,Class1,Senior Level
Sagarsoft,Java Kafka Engineer,Bangalore,1996,200 - 500 employees,https://www.instahyre.com/job-247350-java-kafka-engineer-at-sagarsoft-2-bangalore-hyderabad/,Arun Kumar,3-6 Years,8638,Java,Spring,,,,,,Class2,Junior Level
SheThink,Node.js Developer,Indore,2019,10 - 50 employees,https://www.instahyre.com/job-247347-nodejs-developer-at-shethink-indore/,Garima Gupta,1-3 Years,5475,,,,,,,,Class2,Junior Level
SLK,ENOVIA Developer,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-247337-enovia-developer-at-slk-bangalore/,Anusha Annem,1-5 Years,77949,ENOVIA,,,,,,,Class1,Junior Level
Tutorac,Content Writer,Hyderabad,2021,50 - 200 employees,https://www.instahyre.com/job-247349-content-writer-at-tutorac-hyderabad/,Mirza Akram Baig,2-6 Years,27095,Content,Marketing,Content,Writing,,,,Class2,Junior Level
Tutorac,Digital Marketing Manager,Hyderabad,2021,50 - 200 employees,https://www.instahyre.com/job-247351-digital-marketing-manager-at-tutorac-hyderabad/,Mirza Akram Baig,7-11 Years,27095,Content,Marketing,Digital,Marketing,Google,Ads,SEM,Class2,Senior Level
Avis Budget Group,Software Development Engineer,Bangalore,1946,More than 1000 employees,https://www.instahyre.com/job-247326-software-development-engineer-at-avis-budget-group-bangalore/,Vaishaly K,3-6 Years,126796,Java,Spring,Boot,AWS,Hibernate,MySQL,,Class1,Junior Level
Bizongo,Sales Specialist IC2,Hyderabad,2014,200 - 500 employees,https://www.instahyre.com/job-247324-sales-specialist-ic2-at-bizongo-hyderabad/,Garima Joshi,3-6 Years,48000,Lead,Generation,GTM,,,,,Class2,Junior Level
Delta,Lead Devloper,Bangalore,2017,0 - 10 employees,https://www.instahyre.com/job-247334-lead-devloper-full-stack-at-delta-bangalore/,Avinash Ks,6-10 Years,1121412,Java,Angular,AWS,,,,,Class2,Mid-Level
Hy-Vee,Engineering Manager,Bangalore,1930,More than 1000 employees,https://www.instahyre.com/job-247323-engineering-manager-it-infrastructuret500-7067-at-hy-vee-bangalore/,Omkar Sonawane,12-15 Years,49223,Network,Security,,,,,,Class1,Senior Level
Hy-Vee,Lead Windows Systems Administrator [T500,Bangalore,1930,More than 1000 employees,https://www.instahyre.com/job-247330-lead-windows-systems-administrator-t500-7069-at-hy-vee-bangalore/,Omkar Sonawane,5-8 Years,49223,Windows,,,,,,,Class1,Mid-Level
Luminous Power Technologies,Data Solution Architect,Gurgaon,1988,More than 1000 employees,https://www.instahyre.com/job-247321-data-solution-architect-at-luminous-power-technologies-gurgaon/,Mrinal Bhardwaj,7-12 Years,4,Big,Data,Solution,Architecture,Power,BI,Azure,Class1,Senior Level
myGate,Associate Graphic Designer,Bangalore,2016,500 - 1000 employees,https://www.instahyre.com/job-247322-associate-graphic-designer-at-mygate-bangalore/,Kumar K,1-3 Years,1479,Graphic,Design,Adobe,After,Effects,Adobe,Premiere,Class4,Junior Level
SLK,Solution Architect,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-247332-solution-architect-cloud-at-slk-bangalore/,Anusha Annem,3-6 Years,77949,Cloud,Computing,Networking,Presales,,,,Class1,Junior Level
Wakefit,Sales Associate,Chennai,2014,50 - 200 employees,https://www.instahyre.com/job-247327-sales-associate-b2b-at-wakefit-chennai-hyderabad-pune/,Vignesvaran Ar,1-5 Years,7693,Business,Development,Corporate,Sales,Direct,Sales,Sales,Class2,Junior Level
WeRize,Technical Lead Engineer,Bangalore,2019,50 - 200 employees,https://www.instahyre.com/job-247328-technical-lead-engineer-at-werize-bangalore/,Garima Joshi,5-8 Years,3609,Java,,,,,,,Class2,Mid-Level
3M,Lead Backend Developer,Bangalore,1902,More than 1000 employees,https://www.instahyre.com/job-247317-lead-backend-developer-python-t500-6207-at-3m-bangalore/,Omkar Sonawane,8-11 Years,2000000,Python,AWS,,,,,,Class1,Senior Level
Aixtor Technologies,Technical Project Manager,Ahmedabad,2017,10 - 50 employees,https://www.instahyre.com/job-247309-technical-project-manager-at-aixtor-technologies-ahmedabad/,Sumedha Pandey Actively Hi Technical Project Manager,4-6 Years,672,Project,Management,IT,Project,Management,,,Class2,Mid-Level
Bizongo,Sales Specialist IC2,Gurgaon,2014,200 - 500 employees,https://www.instahyre.com/job-247311-sales-specialist-ic2-at-bizongo-gurgaon/,Garima Joshi,3-6 Years,48000,GTM,Lead,Generation,,,,,Class2,Junior Level
Dazn Software,Software Engineer,Hyderabad,2015,More than 1000 employees,https://www.instahyre.com/job-247312-software-engineer-at-dazn-software-hyderabad/,Raja Chereddy,2-6 Years,9506,JavaScript,,,,,,,Class1,Junior Level
Mystifly,SDE IV,Bangalore,2009,200 - 500 employees,https://www.instahyre.com/job-247313-sde-iv-backend-developer-at-mystifly-bangalore/,Reshma Gutha,7-10 Years,19796,Java,Python,Golang,AWS,Distributed,Systems,,Class2,Senior Level
NhanceGRC,Database Engineer,Bangalore,2019,10 - 50 employees,https://www.instahyre.com/job-247310-database-engineer-at-nhancegrc-bangalore-chennai/,Harini Sharma,1-2 Years,242,Data,Analysis,NoSQL,MongoDB,SQL,,,Class2,Junior Level
Subko Specialty Coffee Roasters and Craft Bakehouse,Admin Assistant,Mumbai,2020,50 - 200 employees,https://www.instahyre.com/job-247314-admin-assistant-at-subko-specialty-coffee-roasters-and-craft-bakehouse-mumbai/,Andlib Kazi,2-6 Years,5994,Operations,Management,,,,,,Class2,Junior Level
